,DATE,TIME,OBM,TU,WD,WG,WS,SI
377,01/16/2014,17:00,22.45,84.3,215.6,3.51,2.44,2.35
378,01/16/2014,18:00,16.5,93.4,106.6,3.07,2.22,0.01
379,01/16/2014,19:00,14.63,93.9,30.47,3.29,1.72,0.01
380,01/16/2014,20:00,9.72,93.9,97.0,4.17,3.07,0.01
381,01/16/2014,21:00,8.93,90.2,110.5,5.92,3.76,0.01
382,01/16/2014,22:00,7.71,90.5,108.3,5.26,3.7,0.0
383,01/16/2014,23:00,6.57,89.1,91.1,6.14,4.51,0.0
384,01/17/2014,00:00,6.77,89.6,83.1,5.7,3.71,0.01
385,01/17/2014,01:00,5.96,89.2,101.4,7.89,5.54,0.01
386,01/17/2014,02:00,7.38,88.6,110.3,8.11,6.14,0.01
387,01/17/2014,03:00,7.83,89.0,104.0,10.74,7.55,0.01
388,01/17/2014,04:00,7.34,87.0,83.4,10.74,8.25,0.01
389,01/17/2014,05:00,6.85,85.9,83.3,8.55,5.88,0.01
390,01/17/2014,06:00,6.96,87.1,105.2,11.4,9.04,0.01
391,01/17/2014,07:00,8.41,86.4,90.1,10.96,8.46,0.01
392,01/17/2014,08:00,6.59,86.8,102.8,9.43,7.51,0.28
393,01/17/2014,09:00,8.6,84.3,105.9,10.52,8.59,9.27
394,01/17/2014,10:00,13.99,81.2,111.1,9.86,5.7,17.94
395,01/17/2014,11:00,19.53,75.19,130.1,8.55,5.63,32.46
396,01/17/2014,12:00,23.38,72.36,144.6,6.36,4.14,36.65
397,01/17/2014,13:00,22.77,75.56,252.6,4.38,3.23,37.67
398,01/17/2014,14:00,24.49,72.72,248.2,4.82,2.4,34.47
399,01/17/2014,15:00,26.62,68.47,316.5,3.95,1.46,26.73
400,01/17/2014,16:00,27.15,65.37,149.4,2.41,0.8,16.15
401,01/17/2014,17:00,21.23,79.04,117.9,4.17,2.33,2.68
402,01/17/2014,18:00,17.76,79.2,123.4,3.95,1.85,0.01
403,01/17/2014,19:00,13.77,82.9,95.2,5.26,4.46,0.0
404,01/17/2014,20:00,12.53,80.9,95.1,6.14,4.4,0.01
405,01/17/2014,21:00,11.88,83.2,77.78,8.11,5.41,0.01
406,01/17/2014,22:00,14.01,83.6,101.5,8.11,5.55,0.0
407,01/17/2014,23:00,18.3,83.3,93.2,9.21,6.87,0.0
408,01/18/2014,00:00,18.22,85.9,121.4,9.86,6.86,0.0
409,01/18/2014,01:00,14.86,87.1,111.6,8.77,6.83,0.0
410,01/18/2014,02:00,13.64,87.2,94.8,10.3,7.57,0.0
411,01/18/2014,03:00,12.28,87.1,110.5,9.64,7.09,0.0
412,01/18/2014,04:00,10.81,87.5,109.7,10.74,8.46,0.0
413,01/18/2014,05:00,9.11,87.6,104.3,9.64,7.05,0.0
414,01/18/2014,06:00,11.81,86.4,90.8,12.28,9.43,0.0
415,01/18/2014,07:00,9.61,86.6,98.3,13.15,8.79,0.0
416,01/18/2014,08:00,8.24,86.7,95.9,12.93,7.44,0.32
417,01/18/2014,09:00,10.31,82.5,101.6,11.4,8.63,8.81
418,01/18/2014,10:00,14.22,79.87,111.5,11.84,9.43,21.33
419,01/18/2014,11:00,19.69,76.07,89.7,10.08,7.27,30.96
420,01/18/2014,12:00,23.87,73.12,106.2,8.77,6.79,36.78
421,01/18/2014,13:00,28.32,70.74,114.8,3.95,3.05,38.15
422,01/18/2014,14:00,30.48,70.88,151.9,4.82,3.18,34.68
423,01/18/2014,15:00,31.05,65.29,179.3,4.38,3.42,26.9
424,01/18/2014,16:00,31.69,64.51,9.95,3.29,0.33,16.1
425,01/18/2014,17:00,24.96,74.93,124.4,4.17,3.16,2.8
426,01/18/2014,18:00,18.61,82.0,109.7,4.17,3.4,0.01
427,01/18/2014,19:00,14.48,80.2,107.5,5.48,3.04,0.0
428,01/18/2014,20:00,17.85,75.78,132.5,8.11,5.84,0.01
429,01/18/2014,21:00,16.68,75.24,69.15,8.33,6.38,0.01
430,01/18/2014,22:00,14.59,81.5,96.0,9.64,7.88,0.0
431,01/18/2014,23:00,13.97,83.3,105.9,8.33,6.3,0.0
432,01/19/2014,00:00,13.81,86.4,106.9,10.08,8.44,0.0
433,01/19/2014,01:00,12.97,84.3,101.6,11.18,9.0,0.0
434,01/19/2014,02:00,11.74,83.9,79.23,12.06,9.44,0.0
435,01/19/2014,03:00,12.44,87.0,97.4,11.18,8.68,0.01
436,01/19/2014,04:00,12.06,84.5,111.5,10.08,8.25,0.01
437,01/19/2014,05:00,10.62,83.4,94.4,10.96,7.76,0.01
438,01/19/2014,06:00,11.22,85.0,104.4,13.15,10.01,0.01
439,01/19/2014,07:00,10.34,82.5,102.3,12.93,8.38,0.01
440,01/19/2014,08:00,10.75,84.5,116.2,11.62,8.5,0.33
441,01/19/2014,09:00,14.22,81.6,108.1,12.93,10.51,11.25
442,01/19/2014,10:00,18.32,75.86,99.9,12.93,9.03,23.65
443,01/19/2014,11:00,22.28,71.2,97.0,7.01,4.43,35.35
444,01/19/2014,12:00,27.92,67.62,140.8,3.51,2.2,45.71
445,01/19/2014,13:00,30.62,62.02,219.3,3.95,2.89,47.31
446,01/19/2014,14:00,30.74,64.38,201.5,8.11,5.97,36.64
447,01/19/2014,15:00,30.96,57.77,36.51,3.95,2.4,26.75
448,01/19/2014,16:00,30.11,56.73,163.5,4.38,3.42,16.84
449,01/19/2014,17:00,25.0,63.77,171.6,7.23,6.44,3.13
450,01/19/2014,18:00,23.27,67.25,139.5,4.17,3.33,0.01
451,01/19/2014,19:00,16.68,75.01,115.0,5.92,4.46,0.0
452,01/19/2014,20:00,14.1,79.68,87.8,8.11,5.93,0.01
453,01/19/2014,21:00,17.8,76.49,99.4,8.77,6.07,0.01
454,01/19/2014,22:00,18.52,80.5,87.4,7.23,4.61,0.0
455,01/19/2014,23:00,21.34,78.25,96.0,8.77,6.97,0.0
456,01/20/2014,00:00,20.7,83.7,94.9,8.55,6.47,0.0
457,01/20/2014,01:00,20.66,83.7,112.1,9.86,7.18,0.0
458,01/20/2014,02:00,20.41,82.8,94.1,10.74,7.73,0.0
459,01/20/2014,03:00,19.38,83.9,110.0,5.92,3.7,0.0
460,01/20/2014,04:00,16.05,84.6,89.8,7.01,5.54,0.0
461,01/20/2014,05:00,14.56,81.2,90.2,8.77,6.39,0.0
462,01/20/2014,06:00,12.44,86.6,96.8,8.33,6.6,0.0
463,01/20/2014,07:00,10.64,86.3,106.6,9.64,6.97,0.01
464,01/20/2014,08:00,10.7,86.9,94.1,9.43,6.62,0.37
465,01/20/2014,09:00,12.34,79.33,111.9,10.3,7.06,9.47
466,01/20/2014,10:00,15.76,79.34,91.6,14.91,10.0,22.17
467,01/20/2014,11:00,20.17,73.68,99.3,8.99,6.41,32.05
468,01/20/2014,12:00,25.73,69.72,120.8,8.77,5.1,38.08
469,01/20/2014,13:00,29.35,67.64,170.8,6.58,4.33,39.6
470,01/20/2014,14:00,34.93,59.23,101.4,1.1,0.14,36.49
471,01/20/2014,15:00,29.76,70.88,248.5,3.73,1.79,28.44
472,01/20/2014,16:00,26.04,74.55,166.9,7.01,5.94,17.29
473,01/20/2014,17:00,26.27,70.11,178.9,7.45,5.62,3.39
474,01/20/2014,18:00,17.37,86.2,69.36,4.82,3.41,0.01
475,01/20/2014,19:00,12.55,89.9,111.9,6.79,4.09,0.0
476,01/20/2014,20:00,12.51,81.3,118.7,8.33,6.35,0.01
477,01/20/2014,21:00,9.58,82.2,82.6,8.33,7.08,0.01
478,01/20/2014,22:00,9.35,83.1,90.5,9.21,6.62,0.0
479,01/20/2014,23:00,11.83,79.94,98.7,10.3,8.7,0.0
480,01/21/2014,00:00,11.47,80.4,94.4,12.93,9.25,0.01
481,01/21/2014,01:00,9.41,80.3,89.7,9.43,6.93,0.01
482,01/21/2014,02:00,8.42,80.0,83.5,9.21,7.67,0.0
483,01/21/2014,03:00,8.42,80.6,80.9,8.77,7.47,0.01
484,01/21/2014,04:00,9.73,80.9,95.0,12.06,8.83,0.01
485,01/21/2014,05:00,7.61,79.54,93.0,11.84,8.68,0.01
486,01/21/2014,06:00,6.89,83.0,105.6,11.4,9.28,0.01
487,01/21/2014,07:00,6.57,83.0,108.3,11.62,9.2,0.01
488,01/21/2014,08:00,9.16,79.4,96.9,14.25,9.48,0.37
489,01/21/2014,09:00,8.69,77.1,104.9,10.3,8.94,9.84
490,01/21/2014,10:00,13.57,75.43,94.5,9.64,7.37,22.52
491,01/21/2014,11:00,19.31,65.65,102.8,11.84,7.59,32.27
492,01/21/2014,12:00,23.8,66.65,117.0,7.67,5.03,38.2
493,01/21/2014,13:00,27.81,66.66,144.3,5.92,4.07,39.56
494,01/21/2014,14:00,28.82,67.36,224.2,5.04,3.64,36.16
495,01/21/2014,15:00,32.7,52.85,204.0,2.19,1.54,28.88
496,01/21/2014,16:00,30.42,57.3,123.7,1.97,1.6,17.5
497,01/21/2014,17:00,27.78,55.98,136.7,3.51,1.96,3.65
498,01/21/2014,18:00,18.9,74.01,137.6,5.04,4.08,0.01
499,01/21/2014,19:00,15.78,71.51,114.7,5.48,4.12,0.0
500,01/21/2014,20:00,13.53,74.64,85.2,7.45,6.31,0.01
501,01/21/2014,21:00,12.82,76.45,105.4,7.89,3.69,0.01
502,01/21/2014,22:00,12.51,76.58,105.7,7.89,6.11,0.0
503,01/21/2014,23:00,13.29,78.42,105.3,12.06,9.75,0.0
504,01/22/2014,00:00,12.82,79.07,95.3,12.28,9.61,0.0
505,01/22/2014,01:00,11.49,79.08,93.9,12.49,9.53,0.0
506,01/22/2014,02:00,11.11,80.2,96.1,12.49,9.94,0.0
507,01/22/2014,03:00,10.2,80.7,103.7,11.18,9.22,0.0
508,01/22/2014,04:00,9.33,81.1,99.1,10.08,7.84,0.0
509,01/22/2014,05:00,9.69,82.6,107.2,10.96,8.83,0.0
510,01/22/2014,06:00,9.22,81.1,102.3,12.28,9.14,0.0
511,01/22/2014,07:00,7.51,82.2,101.6,9.21,6.26,0.01
512,01/22/2014,08:00,7.04,83.2,108.4,7.23,5.79,0.27
513,01/22/2014,09:00,13.83,80.1,104.2,14.25,11.13,5.68
514,01/22/2014,10:00,16.32,76.76,107.5,12.93,9.54,15.69
515,01/22/2014,11:00,21.32,77.21,87.5,6.79,4.18,30.52
516,01/22/2014,12:00,23.24,74.08,87.6,8.11,5.71,21.66
517,01/22/2014,13:00,25.56,73.45,143.9,6.36,4.86,19.67
518,01/22/2014,14:00,25.97,75.08,191.5,6.14,3.17,20.48
519,01/22/2014,15:00,28.05,73.55,15.26,5.26,1.84,15.35
520,01/22/2014,16:00,25.63,80.8,10.73,4.82,3.17,8.76
521,01/22/2014,17:00,24.63,88.5,3.69,1.31,0.23,2.29
522,01/22/2014,18:00,20.81,89.9,99.9,2.63,2.09,0.01
523,01/22/2014,19:00,17.64,90.6,98.8,3.29,2.38,0.0
524,01/22/2014,20:00,19.54,88.7,121.6,3.73,2.57,0.0
525,01/22/2014,21:00,21.14,88.6,98.5,4.6,3.39,0.0
526,01/22/2014,22:00,18.39,92.7,145.5,1.97,0.95,0.0
527,01/22/2014,23:00,15.37,93.4,137.9,5.48,3.92,0.0
528,01/23/2014,00:00,11.42,93.9,111.0,9.43,6.57,0.0
529,01/23/2014,01:00,11.95,91.1,105.2,8.11,5.43,0.0
530,01/23/2014,02:00,15.77,82.3,154.3,8.77,5.52,0.0
531,01/23/2014,03:00,9.52,90.3,108.4,7.01,4.01,0.0
532,01/23/2014,04:00,10.45,85.0,105.1,10.96,7.48,0.0
533,01/23/2014,05:00,10.27,83.7,91.3,8.33,5.25,0.0
534,01/23/2014,06:00,5.41,85.5,103.6,7.67,5.98,0.01
535,01/23/2014,07:00,3.91,85.1,119.9,7.01,5.12,0.0
536,01/23/2014,08:00,3.19,85.0,116.9,8.99,7.3,0.43
537,01/23/2014,09:00,9.11,77.3,110.0,13.59,11.24,13.7
538,01/23/2014,10:00,12.03,73.27,119.8,12.49,9.43,24.18
539,01/23/2014,11:00,17.21,72.43,145.0,10.3,6.96,33.55
540,01/23/2014,12:00,19.75,75.48,134.2,10.52,8.11,39.53
541,01/23/2014,13:00,23.58,73.5,159.5,8.77,5.31,40.75
542,01/23/2014,14:00,26.1,72.48,333.3,5.26,3.13,37.47
543,01/23/2014,15:00,25.97,70.45,89.9,0.88,0.26,29.76
544,01/23/2014,16:00,23.25,75.17,120.7,3.29,2.59,18.44
545,01/23/2014,17:00,19.75,74.08,118.1,5.7,4.41,4.31
546,01/23/2014,18:00,13.79,82.0,127.2,10.3,7.52,0.02
547,01/23/2014,19:00,13.16,80.0,134.4,9.21,5.36,0.01
548,01/23/2014,20:00,12.31,79.25,115.1,6.79,5.44,0.01
549,01/23/2014,21:00,13.07,77.98,117.1,8.11,6.05,0.0
550,01/23/2014,22:00,9.04,81.4,86.7,7.89,5.98,0.0
551,01/23/2014,23:00,8.43,80.3,88.3,8.99,6.54,0.0
552,01/24/2014,00:00,9.48,77.06,88.2,10.96,8.53,0.0
553,01/24/2014,01:00,9.38,77.87,83.7,9.86,7.17,0.01
554,01/24/2014,02:00,10.12,76.24,89.5,9.43,7.53,0.01
555,01/24/2014,03:00,10.3,79.18,92.1,9.21,7.17,0.0
556,01/24/2014,04:00,8.93,77.55,98.5,10.52,8.81,0.01
557,01/24/2014,05:00,7.22,78.32,106.7,9.64,6.99,0.01
558,01/24/2014,06:00,9.31,78.09,92.7,10.3,7.85,0.01
559,01/24/2014,07:00,7.34,79.26,99.6,10.08,8.21,0.01
560,01/24/2014,08:00,7.13,77.79,108.2,9.21,6.09,0.37
561,01/24/2014,09:00,8.83,76.31,103.2,10.74,6.6,10.74
562,01/24/2014,10:00,12.29,73.26,103.4,8.33,5.62,22.75
563,01/24/2014,11:00,17.79,71.13,85.4,8.77,6.59,33.2
564,01/24/2014,12:00,22.35,67.17,130.1,6.36,4.12,32.6
565,01/24/2014,13:00,27.35,63.75,173.1,5.26,3.63,40.0
566,01/24/2014,14:00,29.32,57.41,237.2,3.51,2.8,35.2
567,01/24/2014,15:00,29.86,63.39,164.0,2.85,1.17,29.06
568,01/24/2014,16:00,30.71,52.18,137.0,4.17,1.03,18.96
569,01/24/2014,17:00,24.89,69.14,137.8,3.95,2.44,4.25
570,01/24/2014,18:00,17.38,78.99,122.9,5.92,4.04,0.02
571,01/24/2014,19:00,15.03,80.6,120.7,7.89,4.98,0.0
572,01/24/2014,20:00,15.56,77.21,107.3,9.21,6.09,0.01
573,01/24/2014,21:00,15.07,76.74,100.0,7.67,4.63,0.0
574,01/24/2014,22:00,14.9,74.53,100.8,8.77,5.69,0.0
575,01/24/2014,23:00,10.73,80.1,81.4,8.33,6.08,0.0
576,01/25/2014,00:00,11.14,79.26,83.7,8.55,6.53,0.0
577,01/25/2014,01:00,12.15,78.42,108.3,13.15,9.05,0.0
578,01/25/2014,02:00,10.59,80.1,106.4,8.99,6.54,0.0
579,01/25/2014,03:00,10.61,79.24,120.9,10.08,8.11,0.0
580,01/25/2014,04:00,9.1,80.1,114.6,9.86,7.62,0.0
581,01/25/2014,05:00,9.61,77.46,95.2,12.28,9.62,0.0
582,01/25/2014,06:00,7.23,79.7,98.8,9.86,7.14,0.01
583,01/25/2014,07:00,6.0,80.3,105.4,8.55,6.33,0.01
584,01/25/2014,08:00,6.09,79.16,100.0,10.74,8.27,0.47
585,01/25/2014,09:00,8.37,75.22,98.8,9.86,7.08,10.85
586,01/25/2014,10:00,12.71,72.24,98.5,10.08,7.99,23.24
587,01/25/2014,11:00,17.65,70.54,95.0,7.45,5.92,33.04
588,01/25/2014,12:00,26.18,59.26,119.5,1.1,0.17,39.5
589,01/25/2014,13:00,30.17,51.47,68.75,1.1,0.29,41.08
590,01/25/2014,14:00,32.39,53.88,191.9,0.88,0.03,37.67
591,01/25/2014,15:00,28.01,52.9,243.0,3.51,2.48,29.74
592,01/25/2014,16:00,28.1,50.08,100.4,2.63,1.24,18.52
593,01/25/2014,17:00,24.21,55.34,89.3,2.85,1.51,4.59
594,01/25/2014,18:00,16.95,73.95,134.5,3.73,2.73,0.02
595,01/25/2014,19:00,15.46,73.38,127.9,5.04,3.81,0.0
596,01/25/2014,20:00,11.39,76.17,124.0,10.3,6.41,0.01
597,01/25/2014,21:00,10.74,77.42,107.7,6.36,4.43,0.01
598,01/25/2014,22:00,10.84,76.34,90.8,7.67,5.4,0.0
599,01/25/2014,23:00,7.68,79.56,87.6,7.67,6.69,0.0
600,01/26/2014,00:00,6.53,80.6,83.6,8.55,7.42,0.0
601,01/26/2014,01:00,6.41,80.5,85.7,8.77,7.61,0.0
602,01/26/2014,02:00,5.92,80.1,87.7,8.33,7.13,0.01
603,01/26/2014,03:00,4.55,80.7,79.8,8.99,7.65,0.01
604,01/26/2014,04:00,5.51,79.97,96.2,8.99,6.97,0.01
605,01/26/2014,05:00,4.03,80.9,103.3,10.3,7.87,0.01
606,01/26/2014,06:00,5.32,80.7,104.3,8.77,5.99,0.01
607,01/26/2014,07:00,5.95,80.1,109.2,10.52,7.79,0.01
608,01/26/2014,08:00,4.6,80.3,128.0,8.11,4.66,0.51
609,01/26/2014,09:00,6.73,76.97,108.6,8.55,6.84,11.38
610,01/26/2014,10:00,10.41,73.66,142.4,5.92,3.47,21.23
611,01/26/2014,11:00,13.3,80.7,274.7,8.99,6.1,33.23
612,01/26/2014,12:00,12.53,86.1,249.4,8.99,6.54,40.07
613,01/26/2014,13:00,16.34,78.95,339.0,2.63,0.71,44.66
614,01/26/2014,14:00,19.01,74.17,124.5,2.85,1.02,34.05
615,01/26/2014,15:00,22.0,75.87,79.0,3.29,1.94,18.15
616,01/26/2014,16:00,27.89,61.57,335.1,1.75,0.5,26.53
617,01/26/2014,17:00,23.78,71.32,313.3,1.75,0.41,8.34
618,01/26/2014,18:00,21.81,79.11,88.2,6.14,4.28,0.02
619,01/26/2014,19:00,22.55,81.0,61.18,4.6,3.74,0.0
620,01/26/2014,20:00,23.28,77.13,60.61,3.73,2.76,0.0
621,01/26/2014,21:00,23.71,75.17,30.66,6.58,4.35,0.01
622,01/26/2014,22:00,22.51,76.63,52.68,9.43,6.01,0.0
623,01/26/2014,23:00,21.98,76.6,48.73,9.21,6.31,0.0
624,01/27/2014,00:00,21.63,76.4,50.94,8.77,6.4,0.0
625,01/27/2014,01:00,21.31,77.0,65.44,7.45,5.53,0.0
626,01/27/2014,02:00,21.33,75.9,80.7,8.33,6.61,0.0
627,01/27/2014,03:00,21.26,78.15,82.2,10.96,6.29,0.0
628,01/27/2014,04:00,20.71,79.82,77.82,9.21,3.99,0.0
629,01/27/2014,05:00,20.37,79.63,92.6,5.04,2.99,0.0
630,01/27/2014,06:00,20.55,75.74,85.3,7.01,4.45,0.0
631,01/27/2014,07:00,19.33,79.62,72.41,4.38,2.71,0.0
632,01/27/2014,08:00,18.92,77.66,99.4,4.38,3.16,0.39
633,01/27/2014,09:00,20.13,71.73,64.69,4.6,2.52,6.73
634,01/27/2014,10:00,21.84,61.54,18.51,13.15,10.0,15.73
635,01/27/2014,11:00,23.97,55.88,13.62,8.77,4.16,23.38
636,01/27/2014,12:00,26.53,50.17,92.4,3.07,1.83,36.71
637,01/27/2014,13:00,27.63,48.49,46.57,10.08,6.51,42.58
638,01/27/2014,14:00,28.36,45.94,351.1,18.41,8.98,39.27
639,01/27/2014,15:00,26.9,43.3,349.8,15.56,10.73,31.7
640,01/27/2014,16:00,24.23,46.75,0.59,13.37,9.87,17.72
641,01/27/2014,17:00,22.54,44.64,20.93,8.99,5.73,6.1
642,01/27/2014,18:00,18.89,44.83,31.91,4.6,2.9,0.02
643,01/27/2014,19:00,19.25,37.2,43.92,9.21,5.47,0.01
644,01/27/2014,20:00,9.85,52.49,71.8,6.36,3.79,0.01
645,01/27/2014,21:00,11.57,50.58,37.39,8.77,6.73,0.01
646,01/27/2014,22:00,2.37,64.11,69.33,7.89,4.49,0.0
647,01/27/2014,23:00,1.91,66.33,121.6,7.67,6.06,0.0
648,01/28/2014,00:00,0.42,66.47,98.9,8.55,4.28,0.01
649,01/28/2014,01:00,-0.66,66.04,85.1,10.74,7.17,0.01
650,01/28/2014,02:00,-1.39,66.83,93.7,10.74,7.33,0.01
651,01/28/2014,03:00,-3.34,68.87,87.6,10.52,8.08,0.01
652,01/28/2014,04:00,-5.35,71.45,107.0,10.08,6.62,0.01
653,01/28/2014,05:00,-4.0,68.68,109.0,12.49,8.95,0.01
654,01/28/2014,06:00,-4.8,69.4,101.7,13.15,10.24,0.01
655,01/28/2014,07:00,-4.21,68.38,92.6,13.81,11.13,0.0
656,01/28/2014,08:00,-5.86,70.45,80.5,11.84,9.08,0.56
657,01/28/2014,09:00,-0.23,61.66,94.8,16.22,12.51,12.61
658,01/28/2014,10:00,3.07,60.47,98.1,13.15,9.02,25.14
659,01/28/2014,11:00,7.95,64.51,75.28,8.77,6.66,35.37
660,01/28/2014,12:00,13.6,63.39,69.56,5.7,3.86,40.73
661,01/28/2014,13:00,19.34,55.7,69.36,3.51,2.61,46.18
662,01/28/2014,14:00,21.18,53.48,85.4,4.17,2.97,39.65
663,01/28/2014,15:00,20.92,50.87,107.0,4.6,3.74,28.57
664,01/28/2014,16:00,19.92,50.15,82.6,2.63,2.06,20.15
665,01/28/2014,17:00,16.21,53.59,96.0,7.45,5.5,3.35
666,01/28/2014,18:00,13.54,65.24,113.1,5.92,3.98,0.01
667,01/28/2014,19:00,14.64,63.8,93.8,8.55,6.54,0.0
668,01/28/2014,20:00,14.16,70.86,113.4,5.26,4.22,0.0
669,01/28/2014,21:00,16.81,66.68,114.3,10.08,7.16,0.0
670,01/28/2014,22:00,19.19,66.26,94.1,8.11,6.03,0.0
671,01/28/2014,23:00,18.52,79.7,70.62,6.36,5.05,0.0
672,01/29/2014,00:00,20.9,81.8,117.4,7.45,5.03,0.0
673,01/29/2014,01:00,21.42,83.6,69.3,5.26,3.55,0.0
674,01/29/2014,02:00,19.74,84.1,44.98,7.23,4.61,0.0
675,01/29/2014,03:00,20.08,83.4,90.1,7.67,6.01,0.0
676,01/29/2014,04:00,20.43,84.5,88.3,9.21,6.91,0.0
677,01/29/2014,05:00,20.97,84.5,85.6,8.99,6.96,0.0
678,01/29/2014,06:00,20.98,89.4,78.69,7.23,5.32,0.0
679,01/29/2014,07:00,20.48,95.8,69.24,8.11,5.58,0.0
680,01/29/2014,08:00,20.98,96.3,70.37,7.23,5.72,0.38
681,01/29/2014,09:00,21.65,96.2,54.38,6.14,3.47,4.72
682,01/29/2014,10:00,22.89,95.8,75.38,3.73,2.73,10.02
683,01/29/2014,11:00,25.71,95.0,79.2,2.41,1.51,10.38
684,01/29/2014,12:00,26.08,93.2,320.1,0.0,0.0,10.61
685,01/29/2014,13:00,27.23,93.4,0.0,0.0,0.0,19.88
686,01/29/2014,14:00,27.55,93.0,324.5,0.0,0.0,19.95
687,01/29/2014,15:00,26.25,95.5,12.43,1.75,0.33,13.79
688,01/29/2014,16:00,25.42,96.2,95.7,4.17,1.57,6.49
689,01/29/2014,17:00,26.13,99.3,328.7,11.62,5.14,1.29
690,01/29/2014,18:00,27.21,99.3,260.8,9.21,6.33,0.01
691,01/29/2014,19:00,26.9,99.5,208.5,9.43,5.85,0.0
692,01/29/2014,20:00,25.35,98.7,31.01,4.17,1.84,0.0
693,01/29/2014,21:00,23.68,98.7,18.49,3.95,1.46,0.0
694,01/29/2014,22:00,24.49,99.3,280.8,8.99,6.09,0.0
695,01/29/2014,23:00,24.29,99.0,349.8,5.92,2.9,0.01
696,01/30/2014,00:00,24.57,98.9,57.29,5.92,3.36,0.0
697,01/30/2014,01:00,28.63,99.7,226.8,17.54,11.1,0.0
698,01/30/2014,02:00,28.86,97.3,234.2,17.1,12.51,0.0
699,01/30/2014,03:00,27.5,95.2,220.4,14.03,9.03,0.0
700,01/30/2014,04:00,27.84,94.5,195.4,10.08,5.81,0.0
701,01/30/2014,05:00,29.47,93.4,221.4,17.32,11.67,0.0
702,01/30/2014,06:00,29.7,91.4,237.9,17.32,11.12,0.0
703,01/30/2014,07:00,29.19,92.7,228.5,17.54,12.66,0.0
704,01/30/2014,08:00,28.38,93.9,231.2,18.63,13.31,0.31
705,01/30/2014,09:00,28.57,92.8,244.9,18.85,11.91,5.12
706,01/30/2014,10:00,27.82,94.3,277.3,12.28,7.63,8.45
707,01/30/2014,11:00,25.16,97.5,291.2,10.52,7.94,12.68
708,01/30/2014,12:00,25.39,96.6,319.5,8.77,5.34,25.12
709,01/30/2014,13:00,26.24,95.1,321.1,5.48,2.95,20.15
710,01/30/2014,14:00,28.0,90.7,253.6,3.29,1.81,28.45
711,01/30/2014,15:00,28.14,93.9,297.0,7.23,5.39,24.18
712,01/30/2014,16:00,27.51,94.9,352.7,5.92,4.24,7.97
713,01/30/2014,17:00,27.69,95.0,76.69,2.63,1.94,3.7
714,01/30/2014,18:00,26.53,97.2,46.25,3.95,2.82,0.02
715,01/30/2014,19:00,26.9,97.9,113.1,4.17,2.77,0.0
716,01/30/2014,20:00,26.85,98.7,72.66,5.7,3.57,0.0
717,01/30/2014,21:00,28.16,100.1,239.4,19.07,14.4,0.0
718,01/30/2014,22:00,27.8,100.1,257.5,14.69,10.92,0.0
719,01/30/2014,23:00,27.29,100.1,270.7,12.28,8.76,0.0
720,01/31/2014,00:00,26.79,100.1,275.1,9.43,6.78,0.0
721,01/31/2014,01:00,26.26,99.3,235.6,14.69,9.92,0.0
722,01/31/2014,02:00,25.72,97.8,232.7,19.51,14.99,0.0
723,01/31/2014,03:00,24.88,98.6,238.3,16.22,12.01,0.0
724,01/31/2014,04:00,24.7,99.4,248.8,9.86,7.22,0.0
725,01/31/2014,05:00,24.37,98.3,250.2,10.96,7.87,0.0
726,01/31/2014,06:00,21.92,98.3,255.1,6.79,5.42,0.0
727,01/31/2014,07:00,23.1,99.2,290.1,9.86,6.55,0.01
728,01/31/2014,08:00,22.71,99.2,283.4,9.86,6.82,0.5
729,01/31/2014,09:00,22.84,98.1,300.0,6.79,3.9,4.21
730,01/31/2014,10:00,22.64,96.9,259.2,12.06,8.23,14.82
731,01/31/2014,11:00,22.98,96.2,270.3,9.43,7.27,21.22
732,01/31/2014,12:00,23.97,95.0,310.5,5.26,2.91,30.39
733,01/31/2014,13:00,23.76,93.4,211.7,10.08,5.64,37.04
734,01/31/2014,14:00,24.63,92.1,257.1,8.55,6.06,43.49
735,01/31/2014,15:00,23.42,93.1,233.7,12.28,9.02,22.74
736,01/31/2014,16:00,23.3,91.4,252.1,14.69,8.73,19.05
737,01/31/2014,17:00,20.27,93.4,315.5,3.07,1.58,6.89
738,01/31/2014,18:00,19.96,95.6,137.4,5.04,3.34,0.05
739,01/31/2014,19:00,18.19,96.4,166.3,5.26,3.73,0.0
740,01/31/2014,20:00,14.74,97.2,117.7,8.33,6.21,0.01
741,01/31/2014,21:00,18.33,91.6,68.72,2.63,1.49,0.01
742,01/31/2014,22:00,19.43,92.5,281.2,6.36,4.71,0.01
743,01/31/2014,23:00,17.72,94.9,346.0,2.19,0.55,0.01
744,02/01/2014,00:00,19.8,92.7,324.9,5.48,3.1,0.01
745,02/01/2014,01:00,19.04,94.9,352.4,6.14,2.83,0.01
746,02/01/2014,02:00,19.13,94.4,234.7,4.82,2.34,0.0
747,02/01/2014,03:00,18.64,95.9,296.0,6.14,4.01,0.0
748,02/01/2014,04:00,18.68,98.0,257.7,9.86,7.61,0.0
749,02/01/2014,05:00,18.68,97.7,281.6,7.89,4.78,0.01
750,02/01/2014,06:00,18.71,97.2,303.8,8.55,5.96,0.01
751,02/01/2014,07:00,19.02,96.7,303.1,9.86,5.99,0.0
752,02/01/2014,08:00,17.05,94.8,14.89,6.14,4.34,0.53
753,02/01/2014,09:00,14.91,90.7,60.27,7.23,5.57,6.37
